 24.95,  5.03
 24.95,  5.05
 24.96,  5.04
 24.97,  5.08
 25.01,  5.09
 25.07,  5.08
 25.10,  5.11
 25.16,  5.13
 25.19,  5.14
 25.26,  5.18
 25.30,  5.24
 25.35,  5.30
 25.41,  5.36
 25.49,  5.44
 25.58,  5.52
 25.68,  5.60
 25.80,  5.70
 25.94,  5.78
 26.08,  5.87
 26.26,  5.94
 26.40,  6.00
 26.57,  6.09
 26.69,  6.15
 26.80,  6.23
 26.86,  6.32
 26.91,  6.36
 26.91,  6.41
 26.91,  6.45
 26.90,  6.48
 26.85,  6.50
 26.79,  6.50
 26.70,  6.46
 26.59,  6.42
 26.50,  6.38
 26.39,  6.33
 26.29,  6.29
 26.19,  6.19
 26.10,  6.12
 26.02,  6.05
 25.93,  5.94
 25.85,  5.85
 25.81,  5.74
 25.73,  5.64
 25.70,  5.52
 25.70,  5.41
 25.70,  5.30
 25.68,  5.17
 25.70,  5.06
 25.71,  4.94
 25.72,  4.83
 25.75,  4.71
 25.82,  4.64
 25.86,  4.51
 25.93,  4.43
 26.03,  4.36
 26.10,  4.29
 26.19,  4.23
 26.28,  4.18
 26.38,  4.13
 26.48,  4.09
 26.60,  4.07
 26.72,  4.05
 26.83,  4.06
 26.95,  4.07
 27.05,  4.10
 27.14,  4.12
 27.22,  4.17
 27.25,  4.21
 27.27,  4.24
 27.25,  4.31
 27.20,  4.36
 27.11,  4.43
 26.99,  4.45
 26.81,  4.52
 26.62,  4.56
 26.45,  4.60
 26.25,  4.63
 26.11,  4.63
 25.95,  4.65
 25.83,  4.64
 25.77,  4.64
 25.71,  4.64
 25.70,  4.63
 25.68,  4.63
 25.68,  4.63
 25.70,  4.64
 25.70,  4.66
 25.72,  4.66
 25.74,  4.69
 25.75,  4.70
 25.81,  4.72
 25.83,  4.74
 25.88,  4.75
 25.93,  4.75
 26.00,  4.77
 26.07,  4.78
 26.14,  4.78
 26.24,  4.79
 26.30,  4.83
 26.37,  4.85
 26.45,  4.90
 26.52,  4.96
 26.58,  5.05
 26.68,  5.09
 26.78,  5.19
 26.90,  5.25
 27.03,  5.30
 27.17,  5.35
 27.31,  5.41
 27.41,  5.47
 27.49,  5.51
 27.51,  5.53
 27.51,  5.55
 27.48,  5.57
 27.43,  5.58
 27.36,  5.56
 27.29,  5.54
 27.17,  5.52
 27.06,  5.48
 26.95,  5.40
 26.84,  5.33
 26.73,  5.27
 26.65,  5.17
 26.58,  5.07
 26.50,  4.96
 26.45,  4.86
 26.39,  4.74
 26.36,  4.61
 26.36,  4.49
 26.35,  4.37
 26.36,  4.25
 26.39,  4.14
 26.44,  4.01
 26.50,  3.94
 26.58,  3.82
 26.65,  3.78
 26.73,  3.69
 26.81,  3.64
 26.93,  3.59
 27.03,  3.56
 27.16,  3.54
 27.29,  3.53
 27.43,  3.53
 27.56,  3.54
 27.70,  3.56
 27.82,  3.58
 27.93,  3.61
 28.03,  3.67
 28.09,  3.72
 28.13,  3.77
 28.14,  3.80
 28.10,  3.85
 28.03,  3.89
 27.93,  3.92
 27.79,  3.96
 27.66,  3.97
 27.48,  3.98
 27.32,  3.99
 27.15,  3.98
 27.01,  3.97
 26.90,  3.93
 26.79,  3.91
 26.70,  3.88
 26.68,  3.86
 26.60,  3.83
 26.58,  3.81
 26.54,  3.79
 26.50,  3.79
 26.48,  3.77
 26.46,  3.79
 26.44,  3.79
 26.42,  3.79
 26.41,  3.78
 26.40,  3.77
 26.38,  3.77
 26.38,  3.75
 26.41,  3.75
 26.46,  3.75
 26.48,  3.75
 26.51,  3.77
 26.54,  3.79
 26.58,  3.79
 26.63,  3.84
 26.68,  3.88
 26.72,  3.94
 26.78,  4.01
 26.83,  4.10
 26.91,  4.18
 27.01,  4.25
 27.11,  4.38
 27.23,  4.46
 27.35,  4.55
 27.49,  4.65
 27.62,  4.74
 27.77,  4.84
 27.88,  4.94
 27.96,  5.07
 28.03,  5.15
 28.05,  5.25
 28.04,  5.31
 27.99,  5.37
 27.90,  5.42
 27.78,  5.48
 27.63,  5.49
 27.47,  5.49
 27.31,  5.47
 27.15,  5.46
 27.01,  5.39
 26.88,  5.34
 26.76,  5.30
 26.67,  5.22
 26.58,  5.12
 26.49,  5.03
 26.44,  4.93
 26.37,  4.83
 26.36,  4.72
 26.31,  4.63
 26.28,  4.50
 26.26,  4.41
 26.27,  4.29
 26.31,  4.20
 26.35,  4.12
 26.39,  4.03
 26.47,  3.98
 26.55,  3.91
 26.61,  3.87
 26.71,  3.83
 26.83,  3.81
 26.93,  3.80
 27.04,  3.80
 27.13,  3.82
 27.23,  3.84
 27.32,  3.88
 27.38,  3.90
 27.44,  3.94
 27.47,  3.97
 27.50,  4.00
 27.53,  4.01
 27.49,  4.07
 27.45,  4.10
 27.36,  4.15
 27.23,  4.19
 27.11,  4.22
 26.96,  4.25
 26.80,  4.31
 26.67,  4.32
 26.54,  4.35
 26.42,  4.35
 26.31,  4.38
 26.24,  4.41
 26.14,  4.41
 26.10,  4.44
 26.05,  4.44
 26.02,  4.45
 25.99,  4.46
 25.96,  4.46
 25.96,  4.47
 25.96,  4.48
 25.96,  4.47
 25.98,  4.46
 26.01,  4.46
 26.02,  4.44
 26.05,  4.44
 26.09,  4.42
 26.14,  4.40
 26.16,  4.37
